Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
eylul-black-coffee-set,Eylül Black Coffee Set,"<p class=""selectable-text copyable-text"" data-mce-fragment=""1"">?name Metal Turkish Coffee Set with Coffee Cups, Saucers &amp; Metal Cover Turkish Coffee Espresso Serving</p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<h4 class=""selectable-text copyable-text"" data-mce-fragment=""1""><strong data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Description:</span></strong></h4>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Premium Quality.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">The Cups hold 2 oz. Ideal for Turkish, Greek, and Arabic Coffee and Espresso.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Porcelain cups are removable from the holders and machine-washable.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Thick material, an Authentic Gift for anyone and honor your guests with this great coffee set.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Made in Turkey.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<h4 class=""selectable-text copyable-text"" data-mce-fragment=""1""><strong data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Dimensions:</span></strong></h4>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Each Cup is Approximately 4.75'' x 4.10'' (12.06 cm x 10.16 cm)</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<h4 class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">Package/Set includes</strong>: 18 PC</span></h4>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Porcelain Cup - 6 pieces</span></li>
<li data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Metal Cover - 6 pieces</span></li>
<li data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Metal Saucer - 6 pieces</span></li>
</ul>",Elite Turkish Brands,,,,true,Color,Gold,,,,,12-020-SK6-18,24600.0,shopify,12,deny,manual,12.39,,true,true,BSM552,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/12-020-SK6-18.jpg?v=1666730353,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/12-020-SK6-18.jpg?v=1666730353,kg,,,,,active
double-presentation-coffee-set,Double Presentation Coffee Set,"<p class=""selectable-text copyable-text"" data-mce-fragment=""1"">?name Metal Turkish Coffee Set with Coffee Cups, Saucers &amp; Metal Cover Turkish Coffee Espresso Serving</p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<h4 class=""selectable-text copyable-text"" data-mce-fragment=""1""><strong data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Description:</span></strong></h4>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Premium Quality.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">The Cups hold 2 oz. Ideal for Turkish, Greek, and Arabic Coffee and Espresso.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Porcelain cups are removable from the holders and machine-washable.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Thick material, an Authentic Gift for anyone and honor your guests with this great coffee set.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Made in Turkey.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<h4 class=""selectable-text copyable-text"" data-mce-fragment=""1""><strong data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Dimensions:</span></strong></h4>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Each Cup is Approximately 4.75'' x 4.10'' (12.06 cm x 10.16 cm)</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<h4 class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">Package/Set includes</strong>: 18 PC</span></h4>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Porcelain Cup - 6 pieces</span></li>
<li data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Metal Cover - 6 pieces</span></li>
<li data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Metal Saucer - 6 pieces</span></li>
</ul>",Elite Turkish Brands,,,,true,Color,Gold,,,,,15-010-K2-18,15750.0,shopify,12,deny,manual,11.35,,true,true,BSM322,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/15-010-K2-18_2.jpg?v=1666729961,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/15-010-K2-18_2.jpg?v=1666729961,kg,,,,,active
double-presentation-coffee-set,,,,,,,,,Silver,,,,,15-010-K2-11,15750.0,shopify,12,deny,manual,11.35,,true,true,BSM321,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/15-010-K2-11_2.jpg?v=1666730125,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/15-010-K2-11_2.jpg?v=1666730125,kg,,,,,
double-presentation-black-coffee-set,Double Presentation Black Coffee Set,"<p class=""selectable-text copyable-text"" data-mce-fragment=""1"">?name Metal Turkish Coffee Set with Coffee Cups, Saucers &amp; Metal Cover Turkish Coffee Espresso Serving</p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<h4 class=""selectable-text copyable-text"" data-mce-fragment=""1""><strong data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Description:</span></strong></h4>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Premium Quality.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">The Cups hold 2 oz. Ideal for Turkish, Greek, and Arabic Coffee and Espresso.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Porcelain cups are removable from the holders and machine-washable.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Thick material, an Authentic Gift for anyone and honor your guests with this great coffee set.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Made in Turkey.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<h4 class=""selectable-text copyable-text"" data-mce-fragment=""1""><strong data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Dimensions:</span></strong></h4>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Each Cup is Approximately 4.75'' x 4.10'' (12.06 cm x 10.16 cm)</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<h4 class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">Package/Set includes</strong>: 18 PC</span></h4>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Porcelain Cup - 6 pieces</span></li>
<li data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Metal Cover - 6 pieces</span></li>
<li data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Metal Saucer - 6 pieces</span></li>
</ul>",Elite Turkish Brands,,,,true,Color,Gold,,,,,15-010-SK2-18,15750.0,shopify,12,deny,manual,19.69,,true,true,BSM286,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/15-010-SK2-18.jpg?v=1666729740,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/15-010-SK2-18.jpg?v=1666729740,kg,,,,,active
double-presentation-black-coffee-set,,,,,,,,,Silver,,,,,15-010-SK2-11,15750.0,shopify,12,deny,manual,19.69,,true,true,BSM281,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/15-010-SK2-11.jpg?v=1666729768,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/15-010-SK2-11.jpg?v=1666729768,kg,,,,,
colored-coffee-cup-set,Colored Coffee Cup Set,"<p class=""selectable-text copyable-text"" data-mce-fragment=""1"">?name Metal Turkish Coffee Set with Coffee Cups, Saucers &amp; Metal Cover Turkish Coffee Espresso Serving</p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<h4 class=""selectable-text copyable-text"" data-mce-fragment=""1""><strong data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Description:</span></strong></h4>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Premium Quality.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">The Cups hold 2 oz. Ideal for Turkish, Greek, and Arabic Coffee and Espresso.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Porcelain cups are removable from the holders and machine-washable.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Thick material, an Authentic Gift for anyone and honor your guests with this great coffee set.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Made in Turkey.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<h4 class=""selectable-text copyable-text"" data-mce-fragment=""1""><strong data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Dimensions:</span></strong></h4>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Each Cup is Approximately 4.75'' x 4.10'' (12.06 cm x 10.16 cm)</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<h4 class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">Package/Set includes</strong>: 18 PC</span></h4>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Porcelain Cup - 6 pieces</span></li>
<li data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Metal Cover - 6 pieces</span></li>
<li data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Metal Saucer - 6 pieces</span></li>
</ul>",Elite Turkish Brands,,,,true,Color,Gold,,,,,12-001-K6-DSNKTM-18,15500.0,shopify,12,deny,manual,20.24,,true,true,BSM064,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/12-001-K6-DSNKTM-18.jpg?v=1666729601,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/12-001-K6-DSNKTM-18.jpg?v=1666729601,kg,,,,,active
colored-coffee-cup-set,,,,,,,,,Silver,,,,,12-001-K6-DSNKTM-11,15500.0,shopify,12,deny,manual,20.24,,true,true,BSM063,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/12-001-K6-DSNKTM-11.jpg?v=1666729661,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/12-001-K6-DSNKTM-11.jpg?v=1666729661,kg,,,,,
coffee-set-with-round-tray,Coffee Set With Round Tray,"<p class=""selectable-text copyable-text"" data-mce-fragment=""1"">?name Metal Turkish Coffee Set with Coffee Cups, Saucers &amp; Metal Cover Turkish Coffee Espresso Serving</p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<h4 class=""selectable-text copyable-text"" data-mce-fragment=""1""><strong data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Description:</span></strong></h4>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Premium Quality.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">The Cups hold 2 oz. Ideal for Turkish, Greek, and Arabic Coffee and Espresso.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Porcelain cups are removable from the holders and machine-washable.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Thick material, an Authentic Gift for anyone and honor your guests with this great coffee set.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Made in Turkey.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<h4 class=""selectable-text copyable-text"" data-mce-fragment=""1""><strong data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Dimensions:</span></strong></h4>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Each Cup is Approximately 4.75'' x 4.10'' (12.06 cm x 10.16 cm)</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<h4 class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">Package/Set includes</strong>: 18 PC</span></h4>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Porcelain Cup - 6 pieces</span></li>
<li data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Metal Cover - 6 pieces</span></li>
<li data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Metal Saucer - 6 pieces</span></li>
</ul>",Elite Turkish Brands,,,,true,Color,Gold,,,,,18-003-SKK6-18,11500.0,shopify,5,deny,manual,11.96,,true,true,BSM183,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/18-003-SKK6-18.jpg?v=1666729484,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/18-003-SKK6-18.jpg?v=1666729484,kg,,,,,active
coffee-set-with-round-tray,,,,,,,,,Silver,,,,,18-003-SKK6-11,11500.0,shopify,5,deny,manual,11.96,,true,true,BSM182,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/18-003-SKK6-11.jpg?v=1666729506,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/18-003-SKK6-11.jpg?v=1666729506,kg,,,,,
bridegroom-single-presentation-set,Bridegroom Single Presentation Set,,Elite Turkish Brands,,,,true,Color,Gold,,,,,15-010-K-18,12000.0,shopify,20,deny,manual,29.00,,true,true,BSM324,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/15-010-K-18.jpg?v=1666729361,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/15-010-K-18.jpg?v=1666729361,kg,,,,,active
bridegroom-single-presentation-set,,,,,,,,,Silver,,,,,15-010-K-11,12000.0,shopify,20,deny,manual,29.00,,true,true,BSM323,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/15-010-K-11.jpg?v=1666729377,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/15-010-K-11.jpg?v=1666729377,kg,,,,,
bridegroom-seljuk-single-presentation-set,Bridegroom Seljuk Single Presentation Set,,Elite Turkish Brands,,,,true,Color,Gold,,,,,15-015-K-18,12000.0,shopify,20,deny,manual,8.54,,true,true,BSM288,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/15-015-K-18.jpg?v=1666729244,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/15-015-K-18.jpg?v=1666729244,kg,,,,,active
bridegroom-seljuk-single-presentation-set,,,,,,,,,Silver,,,,,15-015-K-11,12000.0,shopify,20,deny,manual,8.54,,true,true,BSM287,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/15-015-K-11.jpg?v=1666729265,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/15-015-K-11.jpg?v=1666729265,kg,,,,,
blend-tray-with-tea-set,Blend Tray With Tea Set,"<p class=""selectable-text copyable-text"" data-mce-fragment=""1"">?name Tea Set with Coffee Cups, Saucers &amp; Metal Cover Turkish Tea Serving</p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<h4 class=""selectable-text copyable-text"" data-mce-fragment=""1""><strong data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Description:</span></strong></h4>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Premium Quality.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">The Cups hold 2 oz. Ideal for Turkish, Greek, and Arabic Tea</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Glass cups are removable from the holders and machine-washable.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Thick material, an Authentic Gift for anyone and honor your guests with this great tea set.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Made in Turkey.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<h4 class=""selectable-text copyable-text"" data-mce-fragment=""1""><strong data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Dimensions:</span></strong></h4>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Each Cup is Approximately 4.75'' x 4.10'' (12.06 cm x 10.16 cm)</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<h4 class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">Package/Set includes</strong>: 18 PC</span></h4>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Glass Cup - 6 pieces</span></li>
<li data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Metal Cover - 6 pieces</span></li>
<li data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Metal Saucer - 6 pieces</span></li>
</ul>",Elite Turkish Brands,,,,true,Color,Gold,,,,,15-014-K6-18,15000.0,shopify,6,deny,manual,16.49,,true,true,BSM196,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/15-014-K6-18_2.jpg?v=1666729107,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/15-014-K6-18_2.jpg?v=1666729107,kg,,,,,active
blend-tray-with-tea-set,,,,,,,,,Silver,,,,,15-014-K6-11,15000.0,shopify,6,deny,manual,16.49,,true,true,BSM195,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/15-014-K6-11.jpg?v=1666729178,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/15-014-K6-11.jpg?v=1666729178,kg,,,,,
ahu-tray-with-tea-set,Ahu Tray With Tea Set,"<p class=""selectable-text copyable-text"" data-mce-fragment=""1"">?name Tea Set with Coffee Cups, Saucers &amp; Metal Cover Turkish Tea Serving</p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<h4 class=""selectable-text copyable-text"" data-mce-fragment=""1""><strong data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Description:</span></strong></h4>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Premium Quality.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">The Cups hold 2 oz. Ideal for Turkish, Greek, and Arabic Tea</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Glass cups are removable from the holders and machine-washable.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Thick material, an Authentic Gift for anyone and honor your guests with this great tea set.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Made in Turkey.</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<h4 class=""selectable-text copyable-text"" data-mce-fragment=""1""><strong data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Dimensions:</span></strong></h4>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Each Cup is Approximately 4.75'' x 4.10'' (12.06 cm x 10.16 cm)</span></p>
<p class=""selectable-text copyable-text"" data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<h4 class=""selectable-text copyable-text"" data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">Package/Set includes</strong>: 18 PC</span></h4>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Glass Cup - 6 pieces</span></li>
<li data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Metal Cover - 6 pieces</span></li>
<li data-mce-fragment=""1""><span class=""selectable-text copyable-text"" data-mce-fragment=""1"">Metal Saucer - 6 pieces</span></li>
</ul>",Elite Turkish Brands,,,,true,Color,Gold,,,,,15-012-K6-18,15000.0,shopify,6,deny,manual,26.55,,true,true,BSM181,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/15-012-K6-18.jpg?v=1666728953,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/15-012-K6-18.jpg?v=1666728953,kg,,,,,active
ahu-tray-with-tea-set,,,,,,,,,Silver,,,,,15-012-K6-11,15000.0,shopify,6,deny,manual,26.55,,true,true,BSM180,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/15-012-K6-11.jpg?v=1666729003,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0663/6516/1793/products/15-012-K6-11.jpg?v=1666729003,kg,,,,,
